"","Data","Cases","Deaths","Recovered","Cases_Wave1","Cases_Wave2","Cases_Wave3","Cases_Wave4","Deaths_Wave1","Deaths_Wave2","Deaths_Wave3","Deaths_Wave4","Active_Wave1","Active_Wave2","Active_Wave3","Active_Wave4","Recovered_Wave1","Recovered_Wave2","Recovered_Wave3","Recovered_Wave4","Area","Model_Cases_Wave1","Model_Cases_Wave2","Model_Cases_Wave3","Model_Active_Wave1","Model_Active_Wave2","Model_Active_Wave3","Model_Deaths_Wave1","Model_Deaths_Wave2","Model_Deaths_Wave3","Model_Recovered_Wave1","Model_Recovered_Wave2","Model_Recovered_Wave3"
"96",2020-06-07,26561,1157,12855,4.80546013093008e-06,0.0047478029216535,9.04878879305669e-06,6.04548306050661e-19,0.000136198932861156,0.00512403432871641,5.33535406967012e-06,8.20079698756783e-18,0.00042564875017424,0.00574694654084228,3.41192077726436e-06,1.49523360977234e-15,0.00124527486866483,0.00231597148893929,6.37442717859245e-09,8.265209595139e-35,"Poland",0.994204263256641,0.595270142550704,5.35152909764136e-08,0.110408015743173,0.387227781722477,4.54285363629164e-08,0.824052445234004,0.201007111911331,7.92819158013622e-09,0.0597438022794652,0.0070352489168966,1.58563886523702e-10
"97",2020-06-08,27160,1166,12998,3.75499191479621e-06,0.00472724079309333,1.10002915001351e-05,1.10339410970961e-18,0.000113401765668567,0.00518396803258431,6.35824496526451e-06,1.40588655304208e-17,0.000387859423081275,0.00583717827180259,4.1193756261258e-06,2.29274913035561e-15,0.00114018875692198,0.00250690018037018,8.67714502362917e-09,2.6228955067399e-34,"Poland",0.994358866484447,0.62291489819092,6.94282440427685e-08,0.105922969318707,0.398600285209301,5.89368646250691e-08,0.828378458895795,0.216729094668232,1.02856661644638e-08,0.0600574382699451,0.00758551831338813,2.05713378208604e-10
"98",2020-06-09,27560,1183,13196,2.92114312524369e-06,0.00469860333394619,1.33356719735654e-05,2.00430912609148e-18,9.40523097589724e-05,0.00523621810122606,7.55989089245929e-06,2.40014133145953e-17,0.000352680281769473,0.00592013039796771,4.9621297122836e-06,3.50480297798357e-15,0.00104059959317204,0.00270605127336253,1.17722935124011e-08,8.2492721261076e-34,"Poland",0.994503309064507,0.64933782417012,9.00729649755405e-08,0.10161631980239,0.408314265120269,7.64619392824549e-08,0.83252866131666,0.2328730039129,1.33441437348793e-08,0.0603583279454578,0.00815055513695151,2.66882929614433e-10
"99",2020-06-10,27842,1206,13411,2.26238477103046e-06,0.0046620385127108,1.61221360983416e-05,3.6235406416151e-18,7.7700292133657e-05,0.00528053918153883,8.96805081716967e-06,4.08052156234801e-17,0.000320016122245126,0.00599545439386696,5.96360804277439e-06,5.34109454798269e-15,0.000946642320608006,0.00291293066536673,1.59181957453948e-08,2.57132986925666e-33,"Poland",0.994638399317829,0.674429270312726,1.16856463949766e-07,0.0974813667509015,0.416329692605785,9.91981529171275e-08,0.836510053675457,0.249371572663712,1.73120698504193e-08,0.0606469788914706,0.00872800504322991,3.46241451922013e-10
"100",2020-06-11,28201,1215,13696,1.74441536540087e-06,0.00461773437806628,1.94369102767979e-05,6.51982531120261e-18,6.39409927620782e-05,0.00531672184613245,1.06141410519704e-05,6.90854930034822e-17,0.000289765305653719,0.00606283082999311,7.15079507121103e-06,8.11440177676336e-15,0.000858387821430667,0.00312693908176873,2.14523628401535e-08,7.94341920249598e-33,"Poland",0.994764869241916,0.698114800272288,1.51604123033167e-07,0.0935116164127142,0.422642651211572,1.28695054387346e-07,0.840329373267321,0.266156665759147,2.24598720244276e-08,0.0609238795618807,0.00931548330157014,4.49197495398001e-10
"101",2020-06-12,28577,1222,13805,1.33906956849463e-06,0.00456591744802895,2.33683928486437e-05,1.16754377493695e-17,5.24130744610274e-05,0.00534459424163678,1.25336023021826e-05,1.164797333587e-16,0.0002618211698716,0.00612197162815698,8.55468128043514e-06,1.22897297858873e-14,0.0007758478221804,0.00334737092985428,2.88140934681369e-08,2.43200628733783e-32,"Poland",0.994883382777154,0.720352781482831,1.96684112996337e-07,0.0897007811364095,0.427281507063755,1.66962955474869e-07,0.843993101762932,0.283160651612635,2.9138390241495e-08,0.0611894998778125,0.00991062280644223,5.8276785973393e-10
"102",2020-06-13,29017,1237,14104,1.02335467936763e-06,0.00450685078105903,2.80173740506069e-05,2.08086916976209e-17,4.27960250522209e-05,0.00536402344832427,1.47662843410396e-05,1.95571783878847e-16,0.000236073359489164,0.00617262211268477,1.02107489109493e-05,1.85561444957916e-14,0.00069898025892384,0.00357341459241222,3.85729914531261e-08,7.3795423181077e-32,"Poland",0.994994543075492,0.741130880233866,2.55168782992143e-07,0.0860427778276238,0.430302163323038,2.16609939832637e-07,0.847507473424586,0.300317600880027,3.78027878323001e-08,0.0614442918232824,0.0105111160308009,7.56055811543e-10
"103",2020-06-14,29392,1247,14226,7.7860828629677e-07,0.00444083175209661,3.34983163601389e-05,3.69105714431464e-17,3.48073345849229e-05,0.00537491653599711,1.73568457967223e-05,3.27004966809692e-16,0.000212409065902985,0.00621456283702785,1.21594973101604e-05,2.79314024339656e-14,0.000627694960645567,0.00380415426154372,5.14647912039905e-08,2.21922678255367e-31,"Poland",0.995098898902958,0.760461889069973,3.31044054946439e-07,0.0825317256234338,0.431782854448859,2.81019611685723e-07,0.850878483244312,0.317564284658081,4.9043572296485e-08,0.0616886900352126,0.0111147499630328,9.80871500817577e-10
"104",2020-06-15,29788,1256,14383,5.89768625550725e-07,0.00436818955982809,3.99406841254336e-05,6.51615118713922e-17,2.81995150602629e-05,0.00537722130440221,2.03551658128659e-05,5.44496163101407e-16,0.000190714171283929,0.00624761116745592,1.44470077764575e-05,4.19138276788264e-14,0.000561859515753836,0.0040385733896052,6.84361615741071e-08,6.61426309341231e-31,"Poland",0.995196950288854,0.778379272153383,4.29481074037952e-07,0.0791619429273607,0.431818876503794,3.64581698169134e-07,0.854111894975751,0.33484096198028,6.36268402190418e-08,0.0619231123857419,0.0117194336693098,1.27253685925688e-09
"105",2020-06-16,30195,1272,14654,4.44748110320509e-07,0.00428928249440637,4.74903081168245e-05,1.14489570357286e-16,2.27570544761993e-05,0.00537092669991973,2.38167635571581e-05,9.0287498584857e-16,0.000170874292140298,0.00627162260784212,1.71255470558724e-05,6.27020138826525e-14,0.000501305195848649,0.00427555980715072,9.07004839879188e-08,1.95374900419885e-30,"Poland",0.995289153518628,0.794932744949423,5.57188639005446e-07,0.0759279439267608,0.430517565728527,4.72991221139982e-07,0.857213249036706,0.3520919605999,8.25464890591812e-08,0.0621479605551611,0.0123232186209965,1.65092983604431e-09
"106",2020-06-17,30701,1286,14921,3.33899954610598e-07,0.00420449499733013,5.6310767066389e-05,2.00205078170493e-16,1.82933816696995e-05,0.00535606290387089,2.78032207056598e-05,1.49091450854389e-15,0.000152775720023744,0.00628649185209356,2.02542078111978e-05,9.35115468590428e-14,0.000445832822304617,0.00451391252771414,1.19806974149966e-07,5.71957286223719e-30,"Poland",0.99537592555397,0.810184123647833,7.22870419966881e-07,0.0728244346960596,0.427993745645783,6.13636627205807e-07,0.860187870263787,0.369266065702464,1.0709195414033e-07,0.0623636205941245,0.0129243122995863,2.14183913764737e-09
"107",2020-06-18,31015,1316,15317,2.49567719673721e-07,0.00411423454719737,6.65847644310711e-05,3.48432488519786e-16,1.46479037997535e-05,0.00533270109145784,3.2382601131827e-05,2.45171612611683e-15,0.000136306258610475,0.00629215355350121,2.38995834194917e-05,1.39030017459174e-13,0.000395218474259599,0.00475235022685832,1.57725941573437e-07,1.65945678580816e-29,"Poland",0.995457647952168,0.824203599816933,9.37818135038349e-07,0.0698463089737113,0.424365775755164,7.96103326945984e-07,0.863040875504389,0.386316738223931,1.3893608720898e-07,0.0625704634740681,0.0135210858378376,2.77872179899452e-09
"108",2020-06-19,31316,1334,15698,1.85707850816765e-07,0.00401892840656195,7.85154745729032e-05,6.03526836655001e-16,1.16831647197029e-05,0.00530095286402972,3.76298610899309e-05,4.01494822236772e-15,0.000121355957915511,0.00628858280314403,2.81364733616488e-05,2.0606844714157e-13,0.000349218950746583,0.00498952134879876,2.06953459846445e-07,4.77172955150743e-29,"Poland",0.995534670346988,0.837066525342456,1.2166811069747e-06,0.0669886436874974,0.419752260519902,1.03282695887323e-06,0.865777181034491,0.403202188234352,1.80249165551986e-07,0.0627688456250005,0.0141120765882023,3.60498336582113e-09
"109",2020-06-20,31620,1346,16181,1.37575759608702e-07,0.00391902026612458,9.23278283675879e-05,1.0404205464512e-15,9.28216016000671e-06,0.00526096936101155,4.36272422166626e-05,6.54759844398392e-15,0.000107817747752356,0.00627579531244628,3.30486142477603e-05,3.0449068027882e-13,0.000307576914455581,0.00522401575885245,2.70639254001551e-07,1.35985692759724e-28,"Poland",0.995607313544977,0.848850736109723,1.57846463300082e-06,0.0642466942914507,0.414269419579122,1.33994089631855e-06,0.868401509793498,0.419885329981257,2.33846801389261e-07,0.0629591094600285,0.014695986549344,4.67693608252313e-09
"110",2020-06-21,31931,1356,16683,1.01466662869982e-07,0.00381496682297546,0.000108269704016724,1.78507161435727e-15,7.34583472434898e-06,0.00521294006138411,5.04646386991409e-05,1.06335051905154e-14,9.55879737282456e-05,0.00625384729801583,3.87294301781628e-05,4.48534750030628e-13,0.000270025659495404,0.00545437782481317,3.52742198799821e-07,3.84076856345446e-28,"Poland",0.995675872283884,0.859634401302423,2.04782521795455e-06,0.0616158899680242,0.408029079395394,1.73837575102272e-06,0.870918398429707,0.436333644354617,3.03381831410103e-07,0.0631415838861537,0.0152716775524116,6.06763668288353e-09
"111",2020-06-22,32227,1359,17076,7.45031503458159e-08,0.00370723432957806,0.000126612984654017,3.04815296964551e-15,5.79077625755743e-06,0.00515709128801342,5.8239928992422e-05,1.7197415358489e-14,8.45668400636987e-05,0.00622283506994467,4.52827946800472e-05,6.58684996742814e-13,0.000236293460120594,0.00567912077600305,4.58218460103634e-07,1.07510425768615e-27,"Poland",0.995740617693799,0.869494357590009,2.65675092503415e-06,0.0590918287408554,0.40113722116738,2.2552857970785e-06,0.873332204151929,0.452518972389014,3.93593263267209e-07,0.0633165848010148,0.0158381640336155,7.87186531995246e-09
"112",2020-06-23,32527,1375,17573,5.44622650621127e-08,0.00359629514965376,0.000147654440324081,5.18026840118704e-15,4.54711517361582e-06,0.00509368443134876,6.70592615380421e-05,2.76976062178292e-14,7.46587643462703e-05,0.00618289432779058,5.28237948951463e-05,9.64315244069289e-13,0.000206107471331577,0.00589674215611436,5.93247994792684e-07,2.9825693359129e-27,"Poland",0.995801799496267,0.878504871630067,3.44679377495272e-06,0.0566702725364096,0.393693006993608,2.92594402341066e-06,0.875647111384483,0.468417260518319,5.10637011910789e-07,0.063484415575375,0.0163946041181412,1.02127402927291e-08
"113",2020-06-24,32821,1396,18134,3.9635702877954e-08,0.00348262435611619,0.00017171638821281,8.76197795696758e-15,3.55662978530645e-06,0.00502301391199444,7.70372830631539e-05,4.44235861987268e-14,6.57726499768784e-05,0.00613419917144136,6.14794870419565e-05,1.40740755500297e-12,0.00017919716524348,0.00610574015594859,7.65505843294408e-07,8.20045667590751e-27,"Poland",0.995859647972162,0.886736767548274,4.34364886603422e-06,0.0543471422267284,0.385788202837659,3.6872738121958e-06,0.877867138224181,0.48400827508272,6.43504955464706e-07,0.0636453675212531,0.0169402896278952,1.28700991637581e-08
"114",2020-06-25,33119,1412,18654,2.87175397634764e-08,0.00336669640473884,0.000199147081774544,1.4749810494483e-14,2.77105346394905e-06,0.00494540490437139,8.82972972561458e-05,7.09540706831195e-14,5.78220825508902e-05,0.00607696083695037,7.13896304578179e-05,2.04776590939812e-12,0.00015529729891297,0.00630463058566388,9.84485388887562e-07,2.23456530687778e-26,"Poland",0.995914375725112,0.894256855765652,5.47992866795077e-06,0.0521185126803277,0.377506919878992,4.6518482414936e-06,0.8799961426991,0.499275300373585,8.11843556421857e-07,0.0637997203456847,0.0174746355130755,1.6236871182836e-08
"115",2020-06-26,33395,1429,19218,2.07146547974091e-08,0.00324898191535638,0.000230320776799963,2.47118417923946e-14,2.15057546107122e-06,0.00486121084608438,0.000100971340950302,1.12858257379463e-13,5.07254567453426e-05,0.00601142617018791,8.27073857689886e-05,2.97030006245072e-12,0.000134150419739983,0.00649196422397929,1.26188150062031e-06,6.03469865448758e-26,"Poland",0.995966179263956,0.901127603457242,6.91534545804728e-06,0.0499806078438446,0.368925602859077,5.87035621752082e-06,0.882037828829941,0.514204831495811,1.02449925587348e-06,0.0639477425901706,0.0179971691023534,2.04899851717756e-08
"116",2020-06-27,33714,1435,19972,1.48757192008725e-08,0.00312994459013836,0.000265637420675432,4.12057837852477e-14,1.66252430914395e-06,0.00477081075966865,0.000115200164434917,1.78764667992653e-13,4.44060404704054e-05,0.00593787585374027,9.55999609731471e-05,4.29516572103515e-12,0.000115508923512069,0.00666634426468898,1.61204219736181e-06,1.61519755318599e-25,"Poland",0.996015240424735,0.907406993248525,8.72734315005008e-06,0.0479297958732233,0.360113203126423,7.40853871914686e-06,0.883995752495582,0.528786270649374,1.2929455215329e-06,0.0640896920559296,0.0185075194727281,2.58589104848408e-08
"117",2020-06-28,33907,1438,20548,1.06352583878405e-08,0.00301003829588181,0.000305521910280147,6.83826038888694e-14,1.28022074273773e-06,0.00467460641508038,0.000131133102187453,2.81982629363401e-13,3.87919831009084e-05,0.00585662240487559,0.000110249187486617,6.19183123182689e-12,9.91366875813711e-05,0.00682644356942933,2.05249813818538e-06,4.28453042394609e-25,"Poland",0.996061727650228,0.913148524157372,1.10143087119763e-05,0.0459625843299659,0.351131483862625,9.34991486613788e-06,0.88587332710514,0.543011633135022,1.63175867318088e-06,0.0642258162151226,0.0190054071597258,3.26351735176422e-08
"118",2020-06-29,34154,1444,20897,7.56986129537695e-09,0.00288970433439528,0.000350422864332762,1.12945121932684e-13,9.81985900347431e-07,0.00457301936260128,0.000148927820215426,4.42950654417702e-13,3.38162745468965e-05,0.00576800796455297,0.00012685200655162,8.89852204920951e-12,8.48103075588033e-05,0.00697102143040065,2.60457982100437e-06,1.12638883582818e-24,"Poland",0.99610579714282,0.918401316357941,1.39006119530549e-05,0.0440756154551706,0.342035414514975,1.18000600395657e-05,0.887673829079394,0.556875267481127,2.05936462195054e-06,0.064356352608256,0.0194906343618395,4.11872924928347e-08
"119",2020-06-30,34393,1463,21281,5.36410907527012e-09,0.00276936892194642,0.0004008108577088,1.85662294503945e-13,7.5029004091823e-07,0.00446648786673505,0.000168749926346913,6.92916115622158e-13,2.94166617656777e-05,0.00567240189935194,0.000145620844865685,1.27490033802741e-11,7.23199703233469e-05,0.00709893954799431,3.29413281179914e-06,2.93481659977424e-24,"Poland",0.996147593904589,0.923210288504006,1.74984073429973e-05,0.0422656615316832,0.332873620216729,1.48541799985852e-05,0.889400403144901,0.570373592548094,2.59237975037312e-06,0.0644815292280052,0.0199630757391833,5.18475950610775e-08
"120",2020-07-01,34775,1477,21791,3.78422613792659e-09,0.00264944089547237,0.000457176068466434,3.03748637289682e-13,5.71027006760578e-07,0.00435546377217699,0.000190772430246983,1.07943948281637e-12,2.55355290767798e-05,0.00557019823982275,0.000166783856939399,1.82093388076006e-11,6.14699991608967e-05,0.00720917693616912,4.15234157794005e-06,7.57846273841374e-24,"Poland",0.996187252676862,0.927616382781238,2.20090803819684e-05,0.0405296203426261,0.323688859661813,1.86832267896169e-05,0.891056067444509,0.583504853255483,3.260640778228e-06,0.0646015648897268,0.0204226698639419,6.5212815618054e-08
"121",2020-07-02,35146,1492,22209,2.65782488978599e-09,0.00253030965986438,0.000520025293183417,4.94583192059503e-13,4.32900066769556e-07,0.00424040933303945,0.000215175040694187,1.67458909627918e-12,2.21197483304844e-05,0.00546181298008495,0.000190585010567243,2.5928160226899e-11,5.20791085814028e-05,0.0073008434829269,5.21667250055584e-06,1.93949558649371e-23,"Poland",0.996224898790001,0.931656818418991,2.76805825230042e-05,0.0388645107328112,0.314518511421246,2.34976805768213e-05,0.892643718468242,0.596268895649996,4.10088426234521e-06,0.0647166695889475,0.0208694113477499,8.20176853004149e-08
"122",2020-07-03,35405,1507,22651,1.85842675637152e-09,0.00241234338719159,0.000589878292837007,8.01491199781618e-13,3.26905474901607e-07,0.00412179403621978,0.000242143288753869,2.58708406833344e-12,1.91205046145321e-05,0.00534768126452043,0.000217283990969659,3.68051686398218e-11,4.39804069516512e-05,0.00737319191414093,6.5319463250608e-06,4.9193077753988e-23,"Poland",0.996260648932955,0.935365359058339,3.48138449189905e-05,0.037267468278033,0.305395054068099,2.95529939845987e-05,0.894166135808785,0.608666961343228,5.1576969950606e-06,0.0648270448461368,0.021303343647013,1.03153939954723e-07
"123",2020-07-04,35719,1512,23127,1.29370226104989e-09,0.00229588747527745,0.000667263439931317,1.29268453569646e-12,2.45900987327877e-07,0.00400009144911973,0.00027186746695523,3.98020230271263e-12,1.64931027757877e-05,0.00522825448810828,0.000247155898694934,5.20841411393526e-11,3.70211846749394e-05,0.00742562793589381,8.15154960206337e-06,1.2365928113265e-22,"Poland",0.996294611850999,0.938772583192781,4.37851735759498e-05,0.0357357410659495,0.296346529810254,3.71686017664342e-05,0.895625986745967,0.620701500852683,6.486835108207e-06,0.0649328840390825,0.0217245525298439,1.29736702217651e-07
"124",2020-07-05,35950,1517,23746,8.9658821720525e-10,0.00218126326964084,0.000752712647929271,2.07501260216204e-12,1.84247620638318e-07,0.00387577612088245,0.000304541376433425,6.09806535298056e-12,1.41967595967921e-05,0.00510399733732919,0.000280490716319508,7.34787546587207e-11,3.1062524406533e-05,0.00745771836281018,1.01387934943306e-05,3.08075359036297e-22,"Poland",0.996326888979107,0.941906149958301,5.51163837779756e-05,0.0342666855911609,0.287396984743307,4.6787454424438e-05,0.897025830664752,0.632376005038642,8.16561701449189e-06,0.0650343727231944,0.0221331601763525,1.63312340343349e-07
"125",2020-07-06,36155,1521,23966,6.18616528366898e-10,0.00206876704950981,0.000846755576265753,3.31499833037428e-12,1.37514039873203e-07,0.00374932056493096,0.000340360876245162,9.30403477188657e-12,1.21943860127501e-05,0.00497538479862771,0.00031759251941638,1.03342187940725e-10,2.5978767874638e-05,0.00746919707689216,1.2568426597811e-05,7.60667274397492e-22,"Poland",0.996357575017577,0.944791054953826,6.93764751760195e-05,0.0328577627661572,0.27856688146856,5.88925517058201e-05,0.898368123311348,0.643694853608953,1.02783563442354e-05,0.0651316889400726,0.0225293198763134,2.05567126938218e-07
"126",2020-07-07,36412,1528,24238,4.24932368503274e-10,0.00195866927545698,0.000949913118234276,5.27084541713536e-12,1.02234088886957e-07,0.00362119234889817,0.00037952223170708,1.41365325623511e-11,1.04523632929912e-05,0.00484289916116671,0.000358778408231813,1.44894900845026e-10,2.16568714359876e-05,0.00745996870220778,1.5528306064208e-05,1.86140135039932e-21,"Poland",0.99638675845577,0.947449872627121,8.73238433369838e-05,0.031506534049009,0.269873481808059,7.41276579068676e-05,0.899655220892085,0.654663179535326,1.29374366970011e-05,0.0652250035146761,0.0229132112837364,2.58748733993532e-07
"127",2020-07-08,36689,1542,24878,2.90594848344593e-10,0.00185121409323144,0.00106269019471898,8.34087542796483e-12,7.57090781330898e-08,0.00349185131606656,0.000422220261631714,2.13898034371036e-11,8.94031665137061e-06,0.0047070270400509,0.000404377138073931,2.02529428327443e-10,1.79956796796115e-05,0.00743010992445961,1.91212282405605e-05,4.51432518875315e-21,"Poland",0.996414522049182,0.94990298318019,0.000109780014247995,0.0302106576880046,0.261331198830176,9.31901175133346e-05,0.900889384019746,0.665286748164265,1.6264604643004e-05,0.0653144803414315,0.0232850361857493,3.25292092913592e-07
"128",2020-07-09,36951,1551,25447,1.97845332981699e-10,0.00174661908561003,0.00118556789388849,1.31364307471844e-11,5.58474981480663e-08,0.0033617469602217,0.000468646287726829,3.2230200855448e-11,7.63088930028178e-06,0.0045682564453483,0.000454727428619363,2.82216730751099e-10,1.49051433365158e-05,0.00737986842989729,2.34669161860445e-05,1.08505856394251e-20,"Poland",0.99644094325449,0.952168782888276,0.000138065569210033,0.0289678850828627,0.252951918351429,0.000117200879559701,0.902072781512007,0.675571849794055,2.04555780891228e-05,0.0654002766596204,0.0236450147427919,4.09111561835966e-07
"129",2020-07-10,37216,1562,26048,1.34101461658673e-10,0.0016450752615905,0.0013189950153109,2.05910036880197e-11,4.10358112846582e-08,0.00323131597340671,0.00051898589314989,4.83628129542376e-11,6.49951952944295e-06,0.00442707392111919,0.000510175935222826,3.92045940557043e-10,1.23055045768685e-05,0.00730965948411025,2.87041567277384e-05,2.58476486177765e-20,"Poland",0.996466094626707,0.954263877727018,0.000173642040180999,0.0277760572616721,0.244745291038854,0.00014740050999521,0.903207494046653,0.685525204529627,2.57269903797124e-05,0.0654825433183822,0.023993382158537,5.1453980764776e-07
"130",2020-07-11,37521,1568,26635,9.04921726274797e-11,0.00154674727002593,0.00146337909615511,3.21227000339035e-11,3.00348773367619e-08,0.00310097998348588,0.000573416501228487,7.22690618029676e-11,5.5242229787156e-06,0.00428396177729268,0.000571074868894856,5.42938640252851e-10,1.01264695838612e-05,0.00722006021679763,3.49930741322609e-05,6.10234035329837e-20,"Poland",0.996490044182137,0.956203260439536,0.000218379776169009,0.0266331014723117,0.236718996446608,0.000185376547780112,0.904295517678159,0.695153878254037,3.2356106264681e-05,0.0655614250316665,0.0243303857388913,6.4712212534713e-07
"131",2020-07-12,37891,1571,27148,6.07936643567372e-11,0.00145177382287216,0.00161907701681089,4.98747759989754e-11,2.18973842079244e-08,0.00297114349572626,0.000632104789615491,1.07543855749504e-10,4.68538188801658e-06,0.00413939543563577,0.000637779255906461,7.49590589165509e-10,8.30638517190269e-06,0.00711180172253415,4.25175209785421e-05,1.42783931198408e-19,"Poland",0.99651285573043,0.958000471652944,0.000274640573881046,0.0255370278867665,0.228878980741916,0.000233133611503518,0.9053387672202,0.70446520860969,4.06931003711319e-05,0.0656370606234644,0.0246562823013391,8.13862007476148e-07
"132",2020-07-13,38190,1576,27515,4.06607541874224e-11,0.00136026831160055,0.00178638530292715,7.70698057196745e-11,1.5902380897106e-08,0.0028421920498298,0.000695203959579,1.59371665826012e-10,3.96554274993318e-06,0.00399384090926663,0.000710643832982143,1.03170868149126e-09,6.79143323661934e-06,0.00698575912875066,5.14875594268244e-05,3.31108070778133e-19,"Poland",0.996534589178676,0.959667745982447,0.00034539038731296,0.0244859264164843,0.221229670071577,0.00029318901697086,0.906339079498547,0.713466740010503,5.11778140618028e-05,0.0657095832636446,0.0249713359003676,1.02355628128957e-06
"133",2020-07-14,38457,1588,27756,2.70746181668798e-11,0.00127231959902472,0.00196553026001871,1.18528274014673e-10,1.15036484642741e-08,0.00271449060103578,0.000762850884654432,2.3519546515445e-10,3.3492234639616e-06,0.00384775243320128,0.00079001957973271,1.41562958215163e-09,5.53485403949899e-06,0.00684293981963082,6.21419978336119e-05,7.60970326199514e-19,"Poland",0.996555300810186,0.961216144061327,0.00043435727817398,0.0234779636366921,0.213774161492431,0.000368706763431734,0.907298216478783,0.722166166733234,6.43632497481286e-05,0.0657791206947117,0.0252758158356632,1.28726499501608e-06
"134",2020-07-15,38721,1594,28492,1.7948123675962e-11,0.00118799296780179,0.00215665809486807,1.81423711179494e-10,8.28919944445455e-09,0.00258838213110714,0.000835163167421717,3.4565201907969e-10,2.82273079649064e-06,0.00370157026132236,0.000876249896315396,1.93642980603189e-09,4.49620677997348e-06,0.00668447003750266,7.47509386461283e-05,1.73329785778882e-18,"Poland",0.996575043540325,0.962655671550189,0.00054622686981598,0.0225113798174126,0.206514393409273,0.000463663300412083,0.908217868273112,0.730571283227939,8.09446758868744e-05,0.0658457954498006,0.0255699949129779,1.618893517791e-06
"135",2020-07-16,39054,1605,28928,1.18452864832847e-11,0.00110733120619364,0.00235982519436289,2.76376124679197e-10,5.94967322871099e-09,0.00246418649225168,0.000912236137617367,5.05873086993362e-10,2.37398868808587e-06,0.00355571864295162,0.000969666441229408,2.64066599624339e-09,3.64067361759534e-06,0.00651158011082762,8.96182838540412e-05,3.91278695465077e-18,"Poland",0.996593867151511,0.963995386195039,0.000686802884965032,0.0215844860587751,0.199451297397451,0.000582983612557362,0.909099656030523,0.738689940867235,0.000101783600401009,0.0659097250622128,0.0258541479303532,2.0356720080737e-06
"136",2020-07-17,39407,1612,29505,7.78290781364051e-12,0.00103035581130084,0.00257498874655824,4.19026403436089e-10,4.25380106451767e-09,0.00234219948434909,0.000994139829044169,7.372866576036e-10,1.9923777189553e-06,0.00341060398992629,0.0010705846515772,3.58992001418109e-09,2.93841128989745e-06,0.00632558857946818,0.000107084134163541,8.75400371773766e-18,"Poland",0.996611818509297,0.965243493981486,0.000863550211003039,0.0206956615281098,0.192584933190339,0.00073300172118018,0.909945134714394,0.746530010426229,0.000127988715513936,0.0659710222667935,0.026128550364918,2.55977431033224e-06
"137",2020-07-18,39746,1618,29924,5.09105754880247e-12,0.000957068289898749,0.00280199790003832,6.32290484207545e-10,3.02945687474006e-09,0.0022226921632898,0.00108091597668983,1.07009786358115e-09,1.66858584379565e-06,0.00326661324275643,0.00117929897594098,4.8653675749522e-09,2.36395273036076e-06,0.00612788550313115,0.000127527007727206,1.94104129441716e-17,"Poland",0.996628941761249,0.966407435390447,0.00108574950668905,0.0198433507962266,0.185914608499456,0.000921591451546147,0.910755795771583,0.754099349653131,0.000160939269748735,0.0660297951934397,0.0263934772378596,3.21878539502822e-06
"138",2020-07-19,40104,1624,30292,3.31546103702941e-12,0.000887451537193665,0.00304058566549753,9.49568484971879e-10,2.14909646943716e-09,0.00210591037581343,0.00117257507899572,1.54668880446909e-09,1.39447033716541e-06,0.00312411244210647,0.00129607785811462,6.57364316272587e-09,1.89565961992804e-06,0.00591991524750008,0.000151365794007439,4.26550392764143e-17,"Poland",0.996645278520158,0.967493962704061,0.00136503082895001,0.0190260612702258,0.17943898521133,0.00115861844565661,0.911533069696907,0.761405775355297,0.000202365081660999,0.0660861475530257,0.0266492021374354,4.0473016332735e-06
"139",2020-07-20,40383,1627,30539,2.14956040116901e-12,0.000821471274255638,0.00329036176733398,1.4192873410065e-09,1.51862513620427e-09,0.00199207451398946,0.00126909357321281,2.22625398342061e-09,1.16293074838625e-06,0.00298344550953072,0.00142115851814704,8.85433969507304e-09,1.51522559219246e-06,0.00570315904453841,0.000179061348523533,9.28995137428973e-17,"Poland",0.99666086803298,0.968509209245926,0.00171601490062101,0.0182423607201479,0.173156173379456,0.00145648303077737,0.912278328496814,0.768457039484512,0.000254443009651375,0.0661401788160189,0.0268959963819579,5.088860193081e-06
"140",2020-07-21,40782,1638,30771,1.38747504221449e-12,0.000759077525550391,0.00355080665248214,2.11129420670514e-09,1.06892883976901e-09,0.00188137948043445,0.00137041117413181,3.1910881396025e-09,9.67792548753087e-07,0.00284493323912816,0.00155474158533025,1.18895609766853e-08,1.20722883915784e-06,0.00547911761889624,0.000211117625238628,2.00522937787268e-16,"Poland",0.996675747336768,0.969458751371399,0.00215703394379596,0.0174908748967494,0.16706381430517,0.00183072979257795,0.912992888055961,0.775260808759642,0.000319906030606619,0.0661919843840572,0.0271341283065875,6.3981206121859e-06
"141",2020-07-22,41162,1642,31139,8.91600922032309e-13,0.00070020611885916,0.0038212668583217,3.1258027789187e-09,7.49463595428084e-10,0.00177399485352669,0.00147642842806938,4.55507165033633e-09,8.03701061365721e-07,0.00270887249959401,0.00169698564572264,1.59160407510459e-08,9.58732110148407e-07,0.00524929416159386,0.000248082235637735,4.28965336827906e-16,"Poland",0.996689951402709,0.970347663954805,0.00271105985543296,0.0167702852376875,0.16115915388128,0.00230083180435004,0.913678010410277,0.781824647414034,0.000402184363807451,0.066241655754745,0.0273638626594912,8.04368727620254e-06
