"","db","Data","Cases","Daily","Prognoza","MA7","Hospitalized"
"397","Mazowieckie",2020-08-04,6685,49,88.6426914615475,79.8571428571429,491
"398","Mazowieckie",2020-08-05,6771,86,91.5998930625,90,522
"399","Mazowieckie",2020-08-06,6878,107,94.4866730327156,91.4285714285714,510
"400","Mazowieckie",2020-08-07,6982,104,97.2828899522954,87.2857142857143,534
"401","Mazowieckie",2020-08-08,7113,131,99.9685935609304,87.4285714285714,494
"402","Mazowieckie",2020-08-09,7194,81,102.524224445359,86,476
"403","Mazowieckie",2020-08-10,7247,53,104.930815832789,91.8571428571429,475
"404","Mazowieckie",2020-08-11,7297,50,107.170194932886,97.4285714285714,518
"405","Mazowieckie",2020-08-12,7373,76,109.225181233465,92.4285714285714,527
"406","Mazowieckie",2020-08-13,7521,148,111.079779169643,91.2857142857143,523
"407","Mazowieckie",2020-08-14,7664,143,112.71936265351,105.142857142857,507
"408","Mazowieckie",2020-08-15,7760,96,114.130849070279,106.857142857143,502
"409","Mazowieckie",2020-08-16,7833,73,115.302860514721,114,507
"410","Mazowieckie",2020-08-17,7983,150,116.225870254008,106.571428571429,526
"411","Mazowieckie",2020-08-18,8045,62,116.892332653881,107,527
"412","Mazowieckie",2020-08-19,8171,126,117.296795086593,114.714285714286,556
"413","Mazowieckie",2020-08-20,8267,96,117.435990642467,121.666666666667,545
"414","Mazowieckie",2020-08-21,8413,146,117.30891078177,116,536
"415","Mazowieckie",2020-08-22,8563,150,116.91685737909,129.5,519
"416","Mazowieckie",2020-08-23,NA,NA,116.263473916751,NA,NA
"417","Mazowieckie",2020-08-24,NA,NA,115.354755865559,NA,NA
"418","Mazowieckie",2020-08-25,NA,NA,114.199040539081,NA,NA
"419","Mazowieckie",2020-08-26,NA,NA,112.806976911457,NA,NA
"420","Mazowieckie",2020-08-27,NA,NA,111.191476039858,NA,NA
"421","Mazowieckie",2020-08-28,NA,NA,109.367642824347,NA,NA
"422","Mazowieckie",2020-08-29,NA,NA,107.352689866211,NA,NA
"423","Mazowieckie",2020-08-30,NA,NA,105.165834149929,NA,NA
"424","Mazowieckie",2020-08-31,NA,NA,102.828177176495,NA,NA
"425","Mazowieckie",2020-09-01,NA,NA,100.362569023504,NA,NA
"426","Mazowieckie",2020-09-02,NA,NA,97.7934566107577,NA,NA
"427","Mazowieckie",2020-09-03,NA,NA,95.1467162238402,NA,NA
"428","Mazowieckie",2020-09-04,NA,NA,92.4494701105761,NA,NA
"429","Mazowieckie",2020-09-05,NA,NA,89.7298867381765,NA,NA
"430","Mazowieckie",2020-09-06,NA,NA,87.0169641065523,NA,NA
"431","Mazowieckie",2020-09-07,NA,NA,84.3402953815966,NA,NA
"432","Mazowieckie",2020-09-08,NA,NA,81.7298160674896,NA,NA
"433","Mazowieckie",2020-09-09,NA,NA,79.2155320044696,NA,NA
"434","Mazowieckie",2020-09-10,NA,NA,76.8272276805778,NA,NA
"435","Mazowieckie",2020-09-11,NA,NA,74.5941547007912,NA,NA
"436","Mazowieckie",2020-09-12,NA,NA,72.544700776768,NA,NA
"437","Mazowieckie",2020-09-13,NA,NA,70.7060402894842,NA,NA
"438","Mazowieckie",2020-09-14,NA,NA,69.1037683304828,NA,NA
"439","Mazowieckie",2020-09-15,NA,NA,67.7615211301578,NA,NA
"440","Mazowieckie",2020-09-16,NA,NA,66.7005869072919,NA,NA
"441","Mazowieckie",2020-09-17,NA,NA,65.9395123856507,NA,NA
"442","Mazowieckie",2020-09-18,NA,NA,65.4937114728014,NA,NA
"443","Mazowieckie",2020-09-19,NA,NA,65.3750838258837,NA,NA
"444","Mazowieckie",2020-09-20,NA,NA,65.5916521735714,NA,NA
"445","Mazowieckie",2020-09-21,NA,NA,66.147228252507,NA,NA
"446","Mazowieckie",2020-09-22,NA,NA,67.0411179777043,NA,NA
"447","Mazowieckie",2020-09-23,NA,NA,68.2678769291801,NA,NA
"448","Mazowieckie",2020-09-24,NA,NA,69.8171273365461,NA,NA
"449","Mazowieckie",2020-09-25,NA,NA,71.6734474246357,NA,NA
"450","Mazowieckie",2020-09-26,NA,NA,73.8163432057043,NA,NA
"451","Mazowieckie",2020-09-27,NA,NA,76.220311544461,NA,NA
"452","Mazowieckie",2020-09-28,NA,NA,78.8550015792705,NA,NA
"453","Mazowieckie",2020-09-29,NA,NA,81.6854793777383,NA,NA
"454","Mazowieckie",2020-09-30,NA,NA,84.6725980833979,NA,NA
"455","Mazowieckie",2020-10-01,NA,NA,87.7734728426093,NA,NA
"456","Mazowieckie",2020-10-02,NA,NA,90.9420565801709,NA,NA
"457","Mazowieckie",2020-10-03,NA,NA,94.1298093317059,NA,NA
"458","Mazowieckie",2020-10-04,NA,NA,97.2864504695709,NA,NA
"459","Mazowieckie",2020-10-05,NA,NA,100.360779916185,NA,NA
"460","Mazowieckie",2020-10-06,NA,NA,103.301551467639,NA,NA
"461","Mazowieckie",2020-10-07,NA,NA,106.058378791524,NA,NA
"462","Mazowieckie",2020-10-08,NA,NA,108.582652646096,NA,NA
"463","Mazowieckie",2020-10-09,NA,NA,110.828446505719,NA,NA
"464","Mazowieckie",2020-10-10,NA,NA,112.753387158389,NA,NA
"465","Mazowieckie",2020-10-11,NA,NA,114.319467024035,NA,NA
"466","Mazowieckie",2020-10-12,NA,NA,115.493775952094,NA,NA
"467","Mazowieckie",2020-10-13,NA,NA,116.249132082432,NA,NA
"468","Mazowieckie",2020-10-14,NA,NA,116.564593946582,NA,NA
"469","Mazowieckie",2020-10-15,NA,NA,116.425839262616,NA,NA
"470","Mazowieckie",2020-10-16,NA,NA,115.82539972031,NA,NA
"471","Mazowieckie",2020-10-17,NA,NA,114.762745319945,NA,NA
"472","Mazowieckie",2020-10-18,NA,NA,113.2442163537,NA,NA
"473","Mazowieckie",2020-10-19,NA,NA,111.282805725891,NA,NA
"474","Mazowieckie",2020-10-20,NA,NA,108.897798815736,NA,NA
"475","Mazowieckie",2020-10-21,NA,NA,106.114282316739,NA,NA
"476","Mazowieckie",2020-10-22,NA,NA,102.962537276273,NA,NA
"477","Mazowieckie",2020-10-23,NA,NA,99.4773347642117,NA,NA
"478","Mazowieckie",2020-10-24,NA,NA,95.6971551050534,NA,NA
"479","Mazowieckie",2020-10-25,NA,NA,91.6633533307148,NA,NA
"480","Mazowieckie",2020-10-26,NA,NA,87.4192944041412,NA,NA
"481","Mazowieckie",2020-10-27,NA,NA,83.0094818170903,NA,NA
"482","Mazowieckie",2020-10-28,NA,NA,78.4787024057961,NA,NA
"483","Mazowieckie",2020-10-29,NA,NA,73.871208716526,NA,NA
"484","Mazowieckie",2020-10-30,NA,NA,69.2299580801102,NA,NA
"485","Mazowieckie",2020-10-31,NA,NA,64.5959248354432,NA,NA
"486","Warsaw",2020-03-04,0,NA,0.166342846433268,NA,0
"487","Warsaw",2020-03-05,0,0,0.221481615323138,0,0
"488","Warsaw",2020-03-06,0,0,0.292474297978752,0,0
"489","Warsaw",2020-03-07,0,0,0.383048900613915,0,0
"490","Warsaw",2020-03-08,0,0,0.497550586091143,0,0
"491","Warsaw",2020-03-09,0,0,0.640968665106293,0,0
"492","Warsaw",2020-03-10,0,0,0.818941578683383,1.28571428571429,0
"493","Warsaw",2020-03-11,0,0,1.0377330475828,1.85714285714286,0
"494","Warsaw",2020-03-12,0,0,1.30417245137974,2.57142857142857,0
"495","Warsaw",2020-03-13,9,9,1.62555286977798,3.28571428571429,76
"496","Warsaw",2020-03-14,13,4,2.00948117607608,4.42857142857143,105
"497","Warsaw",2020-03-15,18,5,2.46367619728429,6.71428571428571,159
"498","Warsaw",2020-03-16,23,5,2.99571328682834,7.57142857142857,183
"499","Warsaw",2020-03-17,31,8,3.6127166792578,7.28571428571429,227
"500","Warsaw",2020-03-18,47,16,4.32100463054544,8,248
"501","Warsaw",2020-03-19,53,6,5.12569643670888,8.85714285714286,242
"502","Warsaw",2020-03-20,60,7,6.0302947359525,9.42857142857143,258
"503","Warsaw",2020-03-21,69,9,7.03626073396887,9.28571428571429,351
"504","Warsaw",2020-03-22,80,11,8.14260379248581,10.7142857142857,363
"505","Warsaw",2020-03-23,89,9,9.3455098009977,9.85714285714286,402
"506","Warsaw",2020-03-24,96,7,10.6380345255631,10.1428571428571,453
"507","Warsaw",2020-03-25,122,26,12.0098883502162,11.1428571428571,538
"508","Warsaw",2020-03-26,122,0,13.4473372286511,12.5714285714286,538
"509","Warsaw",2020-03-27,131,9,14.9332410966507,12.1428571428571,607
"510","Warsaw",2020-03-28,147,16,16.447245459195,12.1428571428571,628
"511","Warsaw",2020-03-29,168,21,17.9661345311134,8.42857142857143,646
"512","Warsaw",2020-03-30,174,6,19.4643455246775,12.8571428571429,657
"513","Warsaw",2020-03-31,181,7,20.9146339558927,13.7142857142857,650
"514","Warsaw",2020-04-01,181,0,22.2888698342712,17,656
"515","Warsaw",2020-04-02,212,31,23.5589350490885,20.1428571428571,677
"516","Warsaw",2020-04-03,227,15,24.6976839381432,25.7142857142857,705
"517","Warsaw",2020-04-04,266,39,25.6799226523052,30.1428571428571,716
"518","Warsaw",2020-04-05,309,43,26.4833591291066,33,716
"519","Warsaw",2020-04-06,354,45,27.0894747039205,35.2857142857143,716
"520","Warsaw",2020-04-07,392,38,27.4842708332455,38.8571428571429,733
"521","Warsaw",2020-04-08,412,20,27.658850037817,35.4285714285714,550
"522","Warsaw",2020-04-09,459,47,27.6097986841802,31.5714285714286,496
"523","Warsaw",2020-04-10,499,40,27.339350055239,26.8571428571429,488
"524","Warsaw",2020-04-11,514,15,26.8553185530712,22.5714285714286,479
"525","Warsaw",2020-04-12,530,16,26.1708089324143,26.8571428571429,479
"526","Warsaw",2020-04-13,542,12,25.3037172230558,23,420
"527","Warsaw",2020-04-14,550,8,24.2760515327235,18.2857142857143,422
"528","Warsaw",2020-04-15,600,50,23.1131104071141,18.4285714285714,459
"529","Warsaw",2020-04-16,620,20,21.8425632191743,18.5714285714286,495
"530","Warsaw",2020-04-17,627,7,20.4934807576654,19,488
"531","Warsaw",2020-04-18,643,16,19.0953646394286,18.5714285714286,496
"532","Warsaw",2020-04-19,660,17,17.6772214994156,13.2857142857143,500
"533","Warsaw",2020-04-20,675,15,16.2667224784119,12.4285714285714,555
"534","Warsaw",2020-04-21,680,5,14.88948088912,15.4285714285714,598
"535","Warsaw",2020-04-22,693,13,13.5684717926834,15.2857142857143,620
"536","Warsaw",2020-04-23,707,14,12.3236073232767,13.5714285714286,622
"537","Warsaw",2020-04-24,735,28,11.1714717183759,12.8571428571429,607
"538","Warsaw",2020-04-25,750,15,10.1252108392024,13,586
"539","Warsaw",2020-04-26,755,5,9.19456307138569,12.8571428571429,586
"540","Warsaw",2020-04-27,765,10,8.38601229470489,11.4285714285714,684
"541","Warsaw",2020-04-28,771,6,7.70303934192204,7.57142857142857,711
"542","Warsaw",2020-04-29,783,12,7.1464460935691,7.42857142857143,706
"543","Warsaw",2020-04-30,787,4,6.71472598163265,7.71428571428571,525
"544","Warsaw",2020-05-01,788,1,6.40445597252566,6.71428571428571,439
"545","Warsaw",2020-05-02,802,14,6.21068774586633,6.71428571428571,447
"546","Warsaw",2020-05-03,809,7,6.12731940295617,6.28571428571429,332
"547","Warsaw",2020-05-04,812,3,6.14743323437842,6.57142857142857,400
"548","Warsaw",2020-05-05,818,6,6.26358947562383,7.57142857142857,445
"549","Warsaw",2020-05-06,827,9,6.46807025511543,6.42857142857143,423
"550","Warsaw",2020-05-07,833,6,6.75307182735892,6.28571428571429,446
"551","Warsaw",2020-05-08,841,8,7.11084649670878,6.28571428571429,462
"552","Warsaw",2020-05-09,847,6,7.53379826194783,7,379
"553","Warsaw",2020-05-10,853,6,8.0145381066005,8,333
"554","Warsaw",2020-05-11,856,3,8.54590604270026,8.85714285714286,346
"555","Warsaw",2020-05-12,867,11,9.12096755106491,9,455
"556","Warsaw",2020-05-13,883,16,9.73299204510032,8.57142857142857,445
"557","Warsaw",2020-05-14,895,12,10.3754205312229,8.42857142857143,449
"558","Warsaw",2020-05-15,904,9,11.0418288654369,8.71428571428571,312
"559","Warsaw",2020-05-16,907,3,11.7258920254231,8.57142857142857,384
"560","Warsaw",2020-05-17,912,5,12.4213537311928,7.71428571428571,426
"561","Warsaw",2020-05-18,917,5,13.122004638521,8.14285714285714,409
"562","Warsaw",2020-05-19,927,10,13.8216712628535,8.42857142857143,488
"563","Warsaw",2020-05-20,937,10,14.5142168134505,11.5714285714286,440
"564","Warsaw",2020-05-21,952,15,15.1935542576455,11.4285714285714,399
"565","Warsaw",2020-05-22,963,11,15.8536712084853,16.4285714285714,450
"566","Warsaw",2020-05-23,988,25,16.4886656397934,22.8571428571429,419
"567","Warsaw",2020-05-24,992,4,17.0927909769174,25,452
"568","Warsaw",2020-05-25,1032,40,17.6605087799009,25,444
"569","Warsaw",2020-05-26,1087,55,18.1865470164693,25.7142857142857,542
"570","Warsaw",2020-05-27,1112,25,18.6659618018109,24.7142857142857,477
"571","Warsaw",2020-05-28,1127,15,19.0942004475483,27,516
"572","Warsaw",2020-05-29,1143,16,19.4671637012338,24.2857142857143,489
"573","Warsaw",2020-05-30,1161,18,19.7812651590226,18,467
"574","Warsaw",2020-05-31,1181,20,20.0334859879244,15.5714285714286,482
"575","Warsaw",2020-06-01,1202,21,20.2214232912418,16.1428571428571,507
"576","Warsaw",2020-06-02,1213,11,20.3433306832915,17.4285714285714,508
"577","Warsaw",2020-06-03,1221,8,20.3981498995181,18.2857142857143,486
"578","Warsaw",2020-06-04,1240,19,20.3855325481448,16.5714285714286,495
"579","Warsaw",2020-06-05,1265,25,20.3058514020735,15.2857142857143,577
"580","Warsaw",2020-06-06,1289,24,20.1602009273265,17.2857142857143,500
"581","Warsaw",2020-06-07,1297,8,19.9503870393461,19.5714285714286,523
"582","Warsaw",2020-06-08,1309,12,19.6789063634114,18.5714285714286,543
"583","Warsaw",2020-06-09,1334,25,19.3489155429629,19.7142857142857,548
"584","Warsaw",2020-06-10,1358,24,18.9641913828283,18.4285714285714,553
"585","Warsaw",2020-06-11,1370,12,18.5290828268994,19.5714285714286,491
"586","Warsaw",2020-06-12,1403,33,18.0484559462746,19.1428571428571,476
"587","Warsaw",2020-06-13,1418,15,17.5276332498558,18.4285714285714,564
"588","Warsaw",2020-06-14,1434,16,16.9723287217195,17.7142857142857,552
"589","Warsaw",2020-06-15,1443,9,16.3885800364916,17.4285714285714,541
"590","Warsaw",2020-06-16,1463,20,15.7826794051074,15.2857142857143,641
"591","Warsaw",2020-06-17,1482,19,15.1611044598964,14.1428571428571,487
"592","Warsaw",2020-06-18,1492,10,14.5304505024572,12.7142857142857,457
"593","Warsaw",2020-06-19,1510,18,13.8973653142376,12.4285714285714,453
"594","Warsaw",2020-06-20,1517,7,13.268487573211,12.1428571428571,481
"595","Warsaw",2020-06-21,1523,6,12.6503897366983,11.8571428571429,545
"596","Warsaw",2020-06-22,1530,7,12.0495260471356,12.1428571428571,605
"597","Warsaw",2020-06-23,1548,18,11.472186101892,11.7142857142857,630
"598","Warsaw",2020-06-24,1565,17,10.9244542078308,11.7142857142857,632
"599","Warsaw",2020-06-25,1577,12,10.4121745239121,11.2857142857143,596
"600","Warsaw",2020-06-26,1592,15,9.94092178824449,11.2857142857143,632
"601","Warsaw",2020-06-27,1599,7,9.51597723658222,10.5714285714286,620
"602","Warsaw",2020-06-28,1602,3,9.14230915361603,9.42857142857143,573
"603","Warsaw",2020-06-29,1609,7,8.82455736186422,9.85714285714286,589
"604","Warsaw",2020-06-30,1622,13,8.56702084985279,8.57142857142857,567
"605","Warsaw",2020-07-01,1631,9,8.37364767469516,8.85714285714286,621
"606","Warsaw",2020-07-02,1646,15,8.24802624602064,10.7142857142857,513
"607","Warsaw",2020-07-03,1652,6,8.19337710904268,11.4285714285714,440
"608","Warsaw",2020-07-04,1661,9,8.21254439370465,11.1428571428571,323
"609","Warsaw",2020-07-05,1677,16,8.30798618235352,12.1428571428571,344
"610","Warsaw",2020-07-06,1689,12,8.48176316716147,11,488
"611","Warsaw",2020-07-07,1700,11,8.73552511637052,11.4285714285714,533
"612","Warsaw",2020-07-08,1716,16,9.07049484027219,11.7142857142857,498
"613","Warsaw",2020-07-09,1723,7,9.48744953777287,10.2857142857143,552
"614","Warsaw",2020-07-10,1732,9,9.98669960594702,9.14285714285714,456
"615","Warsaw",2020-07-11,1743,11,10.5680652012404,8.57142857142857,454
"616","Warsaw",2020-07-12,1749,6,11.2308510448215,7,413
"617","Warsaw",2020-07-13,1753,4,11.9738201588377,7.85714285714286,467
"618","Warsaw",2020-07-14,1760,7,12.7951673980451,8.14285714285714,481
"619","Warsaw",2020-07-15,1765,5,13.6924937958444,8,467
"620","Warsaw",2020-07-16,1778,13,14.6627828691704,8.28571428571429,443
"621","Warsaw",2020-07-17,1789,11,15.7023801176695,10.7142857142857,525
"622","Warsaw",2020-07-18,1799,10,16.8069770048455,11.7142857142857,419
"623","Warsaw",2020-07-19,1807,8,17.9716007190866,17.1428571428571,390
"624","Warsaw",2020-07-20,1828,21,19.1906109786525,18.4285714285714,413
"625","Warsaw",2020-07-21,1842,14,20.4577050660348,19.7142857142857,466
"626","Warsaw",2020-07-22,1885,43,21.7659321541975,21.7142857142857,505
"627","Warsaw",2020-07-23,1907,22,23.1077178220347,22.7142857142857,518
"628","Warsaw",2020-07-24,1927,20,24.4748994523023,26.4285714285714,569
"629","Warsaw",2020-07-25,1951,24,25.8587729669523,27.4285714285714,581
"630","Warsaw",2020-07-26,1966,15,27.2501510881221,26,463
"631","Warsaw",2020-07-27,2013,47,28.639433024966,28.7142857142857,536
"632","Warsaw",2020-07-28,2034,21,30.0166851849612,32.7142857142857,581
"633","Warsaw",2020-07-29,2067,33,31.3717322018254,34,612
"634","Warsaw",2020-07-30,2108,41,32.6942572697704,37.4285714285714,677
"635","Warsaw",2020-07-31,2156,48,33.9739104846639,35.4285714285714,723
"636","Warsaw",2020-08-01,2189,33,35.2004236258333,37.7142857142857,694
"637","Warsaw",2020-08-02,2228,39,36.3637295763774,40.4285714285714,707
"638","Warsaw",2020-08-03,2261,33,37.4540843828697,42.1428571428571,702
"639","Warsaw",2020-08-04,2298,37,38.4621898042019,43.2857142857143,733
"640","Warsaw",2020-08-05,2350,52,39.3793140997035,46.5714285714286,772
"641","Warsaw",2020-08-06,2403,53,40.197408762827,45.4285714285714,810
"642","Warsaw",2020-08-07,2459,56,40.9092189211822,44.7142857142857,851
"643","Warsaw",2020-08-08,2515,56,41.5083851973596,44,821
"644","Warsaw",2020-08-09,2546,31,41.9895349567993,42.8571428571429,811
"645","Warsaw",2020-08-10,2574,28,42.348361056084,40.5714285714286,836
"646","Warsaw",2020-08-11,2606,32,42.5816864428835,37,890
"647","Warsaw",2020-08-12,2650,44,42.6875132411008,33.1428571428571,933
"648","Warsaw",2020-08-13,2687,37,42.6650552739081,32.4285714285714,929
"649","Warsaw",2020-08-14,2718,31,42.5147533244313,32.5714285714286,910
"650","Warsaw",2020-08-15,2747,29,42.2382727990818,33.5714285714286,881
"651","Warsaw",2020-08-16,2773,26,41.8384838315806,34.5714285714286,886
"652","Warsaw",2020-08-17,2802,29,41.3194242359977,35.8571428571429,907
"653","Warsaw",2020-08-18,2841,39,40.6862460741845,38.1428571428571,893
"654","Warsaw",2020-08-19,2892,51,39.9451469368462,42,915
"655","Warsaw",2020-08-20,2938,46,39.1032873390353,44.6666666666667,930
"656","Warsaw",2020-08-21,2985,47,38.1686958920347,47.8,912
"657","Warsaw",2020-08-22,3041,56,37.1501641278061,50,909
"658","Warsaw",2020-08-23,NA,NA,36.0571330143765,NA,NA
"659","Warsaw",2020-08-24,NA,NA,34.8995733074431,NA,NA
"660","Warsaw",2020-08-25,NA,NA,33.6878619336317,NA,NA
"661","Warsaw",2020-08-26,NA,NA,32.4326565946459,NA,NA
"662","Warsaw",2020-08-27,NA,NA,31.1447707211648,NA,NA
"663","Warsaw",2020-08-28,NA,NA,29.8350507946419,NA,NA
"664","Warsaw",2020-08-29,NA,NA,28.5142578994783,NA,NA
"665","Warsaw",2020-08-30,NA,NA,27.1929551739985,NA,NA
"666","Warsaw",2020-08-31,NA,NA,25.8814026038706,NA,NA
"667","Warsaw",2020-09-01,NA,NA,24.5894603543926,NA,NA
"668","Warsaw",2020-09-02,NA,NA,23.3265015771209,NA,NA
"669","Warsaw",2020-09-03,NA,NA,22.1013353604108,NA,NA
"670","Warsaw",2020-09-04,NA,NA,20.9221402310829,NA,NA
"671","Warsaw",2020-09-05,NA,NA,19.796408363606,NA,NA
"672","Warsaw",2020-09-06,NA,NA,18.7309004210615,NA,NA
"673","Warsaw",2020-09-07,NA,NA,17.7316107448562,NA,NA
"674","Warsaw",2020-09-08,NA,NA,16.8037424326085,NA,NA
"675","Warsaw",2020-09-09,NA,NA,15.951691699427,NA,NA
"676","Warsaw",2020-09-10,NA,NA,15.1790408091011,NA,NA
"677","Warsaw",2020-09-11,NA,NA,14.4885587892605,NA,NA
"678","Warsaw",2020-09-12,NA,NA,13.8822091076842,NA,NA
"679","Warsaw",2020-09-13,NA,NA,13.361163483664,NA,NA
"680","Warsaw",2020-09-14,NA,NA,12.9258210355205,NA,NA
"681","Warsaw",2020-09-15,NA,NA,12.5758320188474,NA,NA
"682","Warsaw",2020-09-16,NA,NA,12.3101254848919,NA,NA
"683","Warsaw",2020-09-17,NA,NA,12.1269402790968,NA,NA
"684","Warsaw",2020-09-18,NA,NA,12.023858900373,NA,NA
"685","Warsaw",2020-09-19,NA,NA,11.9978438461693,NA,NA
"686","Warsaw",2020-09-20,NA,NA,12.0452761710252,NA,NA
"687","Warsaw",2020-09-21,NA,NA,12.1619960816082,NA,NA
"688","Warsaw",2020-09-22,NA,NA,12.3433454743654,NA,NA
"689","Warsaw",2020-09-23,NA,NA,12.5842123887735,NA,NA
"690","Warsaw",2020-09-24,NA,NA,12.8790773965516,NA,NA
"691","Warsaw",2020-09-25,NA,NA,13.2220619729166,NA,NA
"692","Warsaw",2020-09-26,NA,NA,13.6069788989099,NA,NA
"693","Warsaw",2020-09-27,NA,NA,14.0273847239926,NA,NA
"694","Warsaw",2020-09-28,NA,NA,14.4766342765495,NA,NA
"695","Warsaw",2020-09-29,NA,NA,14.9479371487445,NA,NA
"696","Warsaw",2020-09-30,NA,NA,15.4344160043128,NA,NA
"697","Warsaw",2020-10-01,NA,NA,15.9291664671126,NA,NA
"698","Warsaw",2020-10-02,NA,NA,16.4253182489692,NA,NA
"699","Warsaw",2020-10-03,NA,NA,16.9160970723189,NA,NA
"700","Warsaw",2020-10-04,NA,NA,17.3948868414138,NA,NA
"701","Warsaw",2020-10-05,NA,NA,17.8552914204215,NA,NA
"702","Warsaw",2020-10-06,NA,NA,18.291195292492,NA,NA
"703","Warsaw",2020-10-07,NA,NA,18.6968223052151,NA,NA
"704","Warsaw",2020-10-08,NA,NA,19.0667916587685,NA,NA
"705","Warsaw",2020-10-09,NA,NA,19.3961702665984,NA,NA
"706","Warsaw",2020-10-10,NA,NA,19.6805206170274,NA,NA
"707","Warsaw",2020-10-11,NA,NA,19.9159432890991,NA,NA
"708","Warsaw",2020-10-12,NA,NA,20.099113327629,NA,NA
"709","Warsaw",2020-10-13,NA,NA,20.2273097601969,NA,NA
"710","Warsaw",2020-10-14,NA,NA,20.2984376410525,NA,NA
"711","Warsaw",2020-10-15,NA,NA,20.3110421310509,NA,NA
"712","Warsaw",2020-10-16,NA,NA,20.2643142654127,NA,NA
"713","Warsaw",2020-10-17,NA,NA,20.1580882182062,NA,NA
"714","Warsaw",2020-10-18,NA,NA,19.9928300393659,NA,NA
"715","Warsaw",2020-10-19,NA,NA,19.7696180117764,NA,NA
"716","Warsaw",2020-10-20,NA,NA,19.4901149472866,NA,NA
"717","Warsaw",2020-10-21,NA,NA,19.1565329063089,NA,NA
"718","Warsaw",2020-10-22,NA,NA,18.771590980915,NA,NA
"719","Warsaw",2020-10-23,NA,NA,18.3384669214802,NA,NA
"720","Warsaw",2020-10-24,NA,NA,17.8607435078764,NA,NA
"721","Warsaw",2020-10-25,NA,NA,17.3423506645841,NA,NA
"722","Warsaw",2020-10-26,NA,NA,16.7875043922746,NA,NA
"723","Warsaw",2020-10-27,NA,NA,16.2006436346401,NA,NA
"724","Warsaw",2020-10-28,NA,NA,15.5863662176685,NA,NA
"725","Warsaw",2020-10-29,NA,NA,14.949364989204,NA,NA
"726","Warsaw",2020-10-30,NA,NA,14.2943652504233,NA,NA
"727","Warsaw",2020-10-31,NA,NA,13.6260645095197,NA,NA
