"","time","S","I","R","D","T","areas","w_i"
"68","70","0.0181391665546314","0.324323985995692","0","0.657536847449677","0.981547396860704","Poland","1"
"69","71","0.0167509955633414","0.312655167714709","0","0.670593836721949","0.982935567851994","Poland","1"
"70","72","0.0155136319576983","0.30130740758","0","0.683178960462302","0.984172931457637","Poland","1"
"71","73","0.0144079005768861","0.290286585923028","0","0.695305513500086","0.985278662838449","Poland","1"
"72","74","0.0134173453286447","0.279595684288293","0","0.706986970383063","0.986269218086691","Poland","1"
"73","75","0.0125278139606487","0.269235308461437","0","0.718236877577915","0.987158749454687","Poland","1"
"74","76","0.0117271091356235","0.259204125585548","0","0.729068765278829","0.987959454279712","Poland","1"
"75","77","0.0110046951165589","0.249499229250342","0","0.739496075633099","0.988681868298776","Poland","1"
"76","78","0.0103514509889023","0.240116444341339","0","0.749532104669759","0.989335112426433","Poland","1"
"77","79","0.00975946280432041","0.23105058154199","0","0.759189955653689","0.989927100611015","Poland","1"
"78","80","0.00922184829229319","0.222295649718481","0","0.768482501989226","0.990464715123042","Poland","1"
"79","81","0.00873260881701081","0.21384503309556","0","0.777422358087429","0.990953954598324","Poland","1"
"80","82","0.00828650414477012","0.205691638979294","0","0.786021856875936","0.991400059270565","Poland","1"
"81","83","0.00787894632534459","0.19782802082942","0","0.794293032845235","0.991807617089991","Poland","1"
"82","84","0.00750590960778673","0.190246480687063","0","0.80224760970515","0.992180653807549","Poland","1"
"83","85","0.00716385382488167","0.182939154299355","0","0.809896991875764","0.992522709590454","Poland","1"
"84","86","0.00684965910738136","0.175898081730392","0","0.817252259162227","0.992836904307954","Poland","1"
"85","87","0.00656057014375725","0.169115265788657","0","0.824324164067586","0.993125993271578","Poland","1"
"86","88","0.00629414849554929","0.162582720219208","0","0.831123131285243","0.993392414919786","Poland","1"
"87","89","0.00604823171275378","0.156292509304851","0","0.837659258982396","0.993638331702582","Poland","1"
"88","90","0.00582089832257693","0.150236780093364","0","0.843942321584059","0.993865665092758","Poland","1"
"89","91","0.00561043741029527","0.144407788919439","0","0.849981773670266","0.99407612600504","Poland","1"
"90","92","0.00541532268957629","0.138797922370859","0","0.855786754939566","0.994271240725759","Poland","1"
"91","93","0.00523419002236785","0.133399714062273","0","0.86136609591536","0.994452373392967","Poland","1"
"92","94","0.00506581789086589","0.128205857865594","0","0.866728324243541","0.994620745524469","Poland","1"
"93","95","0.00490911049037211","0.123209218027969","0","0.87188167148166","0.994777452924963","Poland","1"
"94","96","0.00476308303565209","0.118402836717438","0","0.87683408024691","0.994923480379683","Poland","1"
"95","97","0.00462684896635046","0.113779939405766","0","0.881593211627885","0.995059714448985","Poland","1"
"96","98","0.00449960878498166","0.10933393843608","0","0.886166452778939","0.995186954630354","Poland","1"
"97","99","0.00438064030106093","0.105058435070321","0","0.890560924628619","0.995305923114274","Poland","1"
"98","100","0.00426929008868598","0.100947220266093","0","0.894783489645222","0.995417273326649","Poland","1"
"99","101","0.00416496599317852","0.0969942743949856","0","0.898840759611837","0.995521597422157","Poland","1"
"100","102","0.00406713054631994","0.0931937660824185","0","0.902739103371263","0.995619432869015","Poland","1"
"101","103","0.00397529516993844","0.0895400503220543","0","0.906484654508008","0.995711268245397","Poland","1"
"102","104","0.00388901506473187","0.0860276659949013","0","0.910083318940368","0.995797548350603","Poland","1"
"103","105","0.00380788469574099","0.0826513329037652","0","0.913540782400495","0.995878678719594","Poland","1"
"104","106","0.00373153379823662","0.079405948417176","0","0.916862517784588","0.995955029617098","Poland","1"
"105","107","0.00365962383829696","0.0762865838028416","0","0.920053792358863","0.996026939577038","Poland","1"
"106","108","0.00359184487131696","0.073288480318681","0","0.923119674810003","0.996094718544018","Poland","1"
"107","109","0.00352791274935035","0.0704070451192587","0","0.926065042131392","0.996158650665985","Poland","1"
"108","110","0.00346756663473897","0.0676378470267005","0","0.928894586338562","0.996218996780596","Poland","1"
"109","111","0.00341056678310182","0.0649766122076984","0","0.931612821009201","0.996275996632233","Poland","1"
"110","112","0.00335669256357978","0.0624192197918158","0","0.934224087644606","0.996329870851755","Poland","1"
"111","113","0.00330574068838028","0.0599616974608299","0","0.936732561850791","0.996380822726955","Poland","1"
"112","114","0.00325752362723991","0.0576002170341512","0","0.93914225933861","0.996429039788095","Poland","1"
"113","115","0.00321186818550621","0.0553310900713375","0","0.941457041743157","0.996474695229829","Poland","1"
"114","116","0.00316861422720483","0.0531507635092633","0","0.943680622263533","0.99651794918813","Poland","1"
"115","117","0.00312761352676469","0.0510558153485429","0","0.945816571124694","0.99655894988857","Poland","1"
"116","118","0.00308872873507367","0.0490429504012606","0","0.947868320863667","0.996597834680261","Poland","1"
"117","119","0.0030518324472733","0.0471089961098756","0","0.949839171442852","0.996634730968062","Poland","1"
"118","120","0.0030168063612111","0.0452508984452957","0","0.951732295193494","0.996669757054124","Poland","1"
"119","121","0.00298354051678389","0.0434657178905054","0","0.953550741592712","0.996703022898551","Poland","1"
"120","122","0.00295193260755242","0.0417506255147511","0","0.955297441877698","0.996734630807783","Poland","1"
"121","123","0.00292188735700922","0.0401028991421091","0","0.956975213500883","0.996764676058326","Poland","1"
"122","124","0.00289331595275776","0.0385199196172456","0","0.958586764429998","0.996793247462577","Poland","1"
"123","125","0.00286613553262876","0.0369991671703176","0","0.960134697297055","0.996820427882706","Poland","1"
"124","126","0.00284026871743221","0.0355382178822215","0","0.961621513400348","0.996846294697903","Poland","1"
"125","127","0.00281564318563539","0.0341347402507739","0","0.963049616563592","0.9968709202297","Poland","1"
"126","128","0.00279219128577696","0.0327864918578709","0","0.964421316856354","0.996894372129558","Poland","1"
"127","129","0.00276984968288539","0.0314913161372269","0","0.965738834179889","0.99691671373245","Poland","1"
"128","130","0.0027485590355737","0.0302471392419096","0","0.967004301722518","0.996938004379762","Poland","1"
"129","131","0.0027282637008392","0.0290519670105741","0","0.968219769288588","0.996958299714496","Poland","1"
"130","132","0.00270891146391234","0.0279038820310319","0","0.969387206505057","0.996977651951423","Poland","1"
"131","133","0.00269045329077752","0.0268010407995726","0","0.970508505909652","0.996996110124558","Poland","1"
"132","134","0.00267284310123643","0.025741670974278","0","0.971585485924487","0.997013720314099","Poland","1"
"133","135","0.00265603756060366","0.0247240687204236","0","0.972619893718975","0.997030525854732","Poland","1"
"134","136","0.00263999588831944","0.023746596145948","0","0.973613407965734","0.997046567527016","Poland","1"
"135","137","0.00262467968193787","0.0228076788248816","0","0.974567641493182","0.997061883733397","Poland","1"
"136","138","0.00261005275510306","0.0219058034065618","0","0.975484143838337","0.997076510660232","Poland","1"
"137","139","0.00259608098826369","0.0210395153084101","0","0.976364403703328","0.997090482427072","Poland","1"
"138","140","0.00258273219099895","0.0202074164900197","0","0.977209851318983","0.997103831224336","Poland","1"
"139","141","0.00256997597493882","0.0194081633062838","0","0.978021860718779","0.997116587440396","Poland","1"
"140","142","0.00255778363635961","0.0186404644372878","0","0.978801751926354","0.997128779778976","Poland","1"
"141","143","0.00254612804762365","0.0179030788926978","0","0.97955079305968","0.997140435367712","Poland","1"
"142","144","0.00253498355671069","0.0171948140883882","0","0.980270202354903","0.997151579858625","Poland","1"
"143","145","0.00252432589415926","0.0165145239930754","0","0.980961150112767","0.997162237521176","Poland","1"
"144","146","0.00251413208679963","0.0158611073427503","0","0.981624760570452","0.997172431328536","Poland","1"
"145","147","0.00250438037771711","0.0152335059207361","0","0.982262113701549","0.997182183037618","Poland","1"
"146","148","0.00249505015193557","0.0146307029012349","0","0.982874246946831","0.9971915132634","Poland","1"
"147","149","0.00248612186735739","0.0140517212542663","0","0.983462156878378","0.997200441547978","Poland","1"
"148","150","0.00247757699053779","0.0134956222099467","0","0.984026800799517","0.997208986424797","Poland","1"
"149","151","0.00246939793690873","0.0129615037801002","0","0.984569098282993","0.997217165478427","Poland","1"
"150","152","0.00246156801510195","0.012448499335244","0","0.985089932649656","0.997224995400233","Poland","1"
"151","153","0.00245407137505102","0.0119557762350347","0","0.985590152389916","0.997232492040284","Poland","1"
"152","154","0.00244689295958023","0.011482534510316","0","0.986070572530105","0.997239670455755","Poland","1"
"153","155","0.00244001845921322","0.011028005594956","0","0.986531975945833","0.997246544956122","Poland","1"
"154","156","0.002433434269957","0.0105914511057128","0","0.986975114624332","0.997253129145378","Poland","1"
"155","157","0.00242712745383774","0.0101721616684191","0","0.987400710877745","0.997259435961497","Poland","1"
"156","158","0.00242108570198333","0.00976945578882492","0","0.987809458509194","0.997265477713352","Poland","1"
"157","159","0.00241529730006484","0.00938267876648918","0","0.988202023933448","0.99727126611527","Poland","1"
"158","160","0.00240975109592448","0.00901120165015945","0","0.988579047253918","0.997276812319411","Poland","1"
"159","161","0.00240443646923178","0.00865442023312831","0","0.988941143297642","0.997282126946103","Poland","1"
"160","162","0.00239934330302237","0.00831175408710299","0","0.989288902609876","0.997287220112313","Poland","1"
"161","163","0.00239446195698569","0.00798264563317226","0","0.989622892409844","0.997292101458349","Poland","1"
"162","164","0.00238978324237838","0.00766655924850087","0","0.989943657509122","0.997296780172957","Poland","1"
"163","3","0.999996799839292","3.20016070756541e-06","0","0","0","Poland","2"
"164","4","0.999996197350307","3.68559427793528e-06","0","1.17055415259941e-07","6.02488985629813e-07","Poland","2"
"165","5","0.999995503501427","4.24463766984766e-06","0","2.51860903118541e-07","1.29633786540079e-06","Poland","2"
"166","6","0.99999470442321","4.88846564052647e-06","0","4.07111149763554e-07","2.09541608272462e-06","Poland","2"
"167","7","0.99999378414144","5.62994877412847e-06","0","5.85909785495134e-07","3.01569785205819e-06","Poland","2"
"168","8","0.999992724272294","6.4838990898616e-06","0","7.91828616361745e-07","4.07556699865794e-06","Poland","2"
"169","9","0.999991503643783","7.46737503857299e-06","0","1.02898117877828e-06","5.29619550978586e-06","Poland","2"
"170","10","0.999990097872719","8.60002234149402e-06","0","1.30210493996457e-06","6.70196657389318e-06","Poland","2"
"171","11","0.99998847887777","9.9044663134266e-06","0","1.61665591712262e-06","8.32096152298381e-06","Poland","2"
"172","12","0.999986614318631","1.14067637131622e-05","0","1.9789176560739e-06","1.01855206616707e-05","Poland","2"
"173","13","0.999984466950163","1.31369231006111e-05","0","2.39612673637744e-06","1.23328891294231e-05","Poland","2"
"174","14","0.999981993878612","1.51295040800216e-05","0","2.87661730808788e-06","1.48059606805441e-05","Poland","2"
"175","15","0.999979145705074","1.74243073812208e-05","0","3.42998754527073e-06","1.76541342189262e-05","Poland","2"
"176","16","0.999975865539123","2.00671695390349e-05","0","4.06729133842691e-06","2.09343001698964e-05","Poland","2"
"177","17","0.999972087862937","2.31108780122284e-05","0","4.80125905116266e-06","2.47119763558257e-05","Poland","2"
"178","18","0.999967737223276","2.6616224978227e-05","0","5.64655174571486e-06","2.90626160163764e-05","Poland","2"
"179","19","0.999962726725256","3.06532207954867e-05","0","6.62005394876767e-06","3.4073114036689e-05","Poland","2"
"180","20","0.999956956297908","3.53024912955325e-05","0","7.74121079655259e-06","3.98435413845197e-05","Poland","2"
"181","21","0.999950310697016","4.06568867046553e-05","0","9.0324162796063e-06","4.64891422766962e-05","Poland","2"
"182","22","0.999942675065415","4.68089448506569e-05","0","1.0515989734649e-05","5.41247738777405e-05","Poland","2"
"183","23","0.999933877555139","5.3897118974918e-05","0","1.22253258863238e-05","6.29222841536764e-05","Poland","2"
"184","24","0.999923747720997","6.2058730837311e-05","0","1.41935481653037e-05","7.30521182950493e-05","Poland","2"
"185","25","0.999912084263775","7.14559587846865e-05","0","1.64597774403534e-05","8.47155755174745e-05","Poland","2"
"186","26","0.999898654840533","8.22759898307497e-05","0","1.90691696362351e-05","9.81449987594194e-05","Poland","2"
"187","27","0.999883192142579","9.47341785068931e-05","0","2.20736789143401e-05","0.000113607696713668","Poland","2"
"188","28","0.999865388413911","0.000109078461829632","0","2.55331242594601e-05","0.000131411425381526","Poland","2"
"189","29","0.99984488934101","0.000125594280269816","0","2.95163787206062e-05","0.000151910498282857","Poland","2"
"190","30","0.99982128702361","0.000144610238498286","0","3.41027378918681e-05","0.000175512815682588","Poland","2"
"191","31","0.999794111881879","0.000166504622174068","0","3.93834959475748e-05","0.000202687957414077","Poland","2"
"192","32","0.99976282334595","0.000191712894592926","0","4.5463759456793e-05","0.000233976493342153","Poland","2"
"193","33","0.999726799145439","0.000220736319755166","0","5.24645348058438e-05","0.000270000693853444","Poland","2"
"194","34","0.999685322990039","0.000254151879628761","0","6.05251303323124e-05","0.000311476849253508","Poland","2"
"195","35","0.999637570401851","0.000292623677782029","0","6.98059203673398e-05","0.000359229437441803","Poland","2"
"196","36","0.999582592425173","0.000336916049442349","0","8.04915253844994e-05","0.000414207414119283","Poland","2"
"197","37","0.999519296899809","0.000387908629727785","0","9.279447046342e-05","0.00047750293948364","Poland","2"
"198","38","0.999446438005996","0.000446604758040694","0","0.000106957235963278","0.000550361833296406","Poland","2"
"199","39","0.999362558759582","0.000514177754085232","0","0.000123263486333071","0.000634241079710737","Poland","2"
"200","40","0.999265995905368","0.000591966950032378","0","0.000142037144600189","0.000730803933925001","Poland","2"
"201","41","0.999154837100907","0.000681512118863389","0","0.000163650780229903","0.000841962738385726","Poland","2"
"202","42","0.999026880285687","0.000784586128026594","0","0.000188533586287237","0.000969919553606266","Poland","2"
"203","43","0.998879592934345","0.000903227661961502","0","0.000217179403694067","0.001117206904948","Poland","2"
"204","44","0.998710062710077","0.00103978083751482","0","0.000250156452408129","0.00128673712921538","Poland","2"
"205","45","0.998514941045969","0.00119694047088977","0","0.000288118483141503","0.00148185879332371","Poland","2"
"206","46","0.998290378678575","0.00137780376729286","0","0.000331817554132767","0.00170642116071806","Poland","2"
"207","47","0.998031951882897","0.00158592942127298","0","0.000382118695830596","0.00196484795639601","Poland","2"
"208","48","0.997734578205165","0.00182540507141461","0","0.000440016723420915","0.00226222163412796","Poland","2"
"209","49","0.997392420313862","0.00210092418651095","0","0.000506655499627907","0.00260437952543129","Poland","2"
"210","50","0.996998776447529","0.00241787356378042","0","0.000583349988691061","0.00299802339176391","Poland","2"
"211","51","0.996545955799288","0.00278243271707454","0","0.000671611483637566","0.00345084404000454","Poland","2"
"212","52","0.996025137041729","0.00320168652412151","0","0.000773176434149807","0.00397166279756375","Poland","2"
"213","53","0.99542620807531","0.00368375257451869","0","0.000890039350172163","0.00457059176398329","Poland","2"
"214","54","0.994737584990747","0.00423792470301312","0","0.0010244903062402","0.00525921484854575","Poland","2"
"215","55","0.993946008188497","0.00487483418941101","0","0.00117915762209215","0.00605079165079559","Poland","2"
"216","56","0.993036313620093","0.00560663003540342","0","0.00135705634450385","0.0069604862191997","Poland","2"
"217","57","0.991991177238341","0.00644717956095605","0","0.00156164320070335","0.00800562260095183","Poland","2"
"218","58","0.990790840975847","0.00741228247862404","0","0.00179687654552911","0.00920595886344558","Poland","2"
"219","59","0.989412772854465","0.00851993499083467","0","0.00206729215470053","0.0105840269848276","Poland","2"
"220","60","0.987831341211787","0.00979058082345281","0","0.002378077964761","0.0121654586275062","Poland","2"
"221","61","0.986017448047406","0.0112473911947261","0","0.00273516075786807","0.0139793517918866","Poland","2"
"222","62","0.983938117207691","0.0129165761902915","0","0.00314530660201774","0.0160586826316017","Poland","2"
"223","63","0.981556073148635","0.0148276979643642","0","0.00361622888700163","0.0184407266906582","Poland","2"
"224","64","0.978829301830851","0.017013990606845","0","0.00415670756230428","0.0211674980084417","Poland","2"
"225","65","0.97571060493827","0.0195126755912172","0","0.00477671947051296","0.0242861949010226","Poland","2"
"226","66","0.972147164681262","0.0223652563373659","0","0.00548757898137223","0.0278496351580306","Poland","2"
"227","67","0.968080139827277","0.0256177721274501","0","0.00630208804527326","0.0319166600120158","Poland","2"
"228","68","0.963444321679018","0.0293209845008791","0","0.00723469382010341","0.0365524781602749","Poland","2"
"229","69","0.95816788721867","0.0335304617743538","0","0.00830165100697657","0.0418289126206228","Poland","2"
"230","70","0.952172299849235","0.0383065143304264","0","0.00952118582033899","0.0478244999900578","Poland","2"
"231","71","0.945372402362433","0.0437139448556296","0","0.0109136527819375","0.0546243974768595","Poland","2"
"232","72","0.937676794870221","0.0498215301806949","0","0.0125016749490845","0.0623200049690718","Poland","2"
"233","73","0.928988548174461","0.0567011797273172","0","0.0143102720982229","0.0710082516648325","Poland","2"
"234","74","0.919206362450585","0.0644266921177954","0","0.0163669454316199","0.0807904373887078","Poland","2"
"235","75","0.908226251266043","0.0730720350141861","0","0.0187017137197719","0.0917705485732505","Poland","2"
"236","76","0.895943837285286","0.0827090805281814","0","0.0213470821865337","0.104052962554007","Poland","2"
"237","77","0.8822573293613","0.0934047462315525","0","0.0243379244071477","0.117739470477993","Poland","2"
"238","78","0.86707121928085","0.105217524120408","0","0.0277112565987424","0.132925580558443","Poland","2"
"239","79","0.850300687026541","0.118193429104109","0","0.0315058838693503","0.149696112812752","Poland","2"
"240","80","0.831876458559044","0.132361621663634","0","0.0357619197773224","0.168120341280249","Poland","2"
"241","81","0.811750767739954","0.147729151995145","0","0.0405200802649015","0.188246032099339","Poland","2"
"242","82","0.789902708438663","0.164276408253595","0","0.0458208833077432","0.210094091400631","Poland","2"
"243","83","0.766343618420353","0.181952702912694","0","0.051703678666953","0.23365318141894","Poland","2"
"244","84","0.741122069020199","0.200672429033133","0","0.0582055019466683","0.258874730819094","Poland","2"
"245","85","0.714327437332302","0.220312714401148","0","0.0653598482665508","0.285669362506991","Poland","2"
"246","86","0.68609176914044","0.240712839762161","0","0.0731953910973994","0.313905030698853","Poland","2"
"247","87","0.656589443778301","0.261675841164688","0","0.0817347150570127","0.343407356060993","Poland","2"
"248","88","0.626034313932674","0.282972540714753","0","0.0909931453525739","0.373962485906619","Poland","2"
"249","89","0.594674241376386","0.304348003100853","0","0.100977755522762","0.405322558462907","Poland","2"
"250","90","0.562783223848213","0.325530143605668","0","0.111686632546119","0.43721357599108","Poland","2"
"251","91","0.530651597675133","0.346239938508304","0","0.123108463816564","0.46934520216416","Poland","2"
"252","92","0.498575045720215","0.366202466421114","0","0.135222487858672","0.501421754119079","Poland","2"
"253","93","0.466843295661316","0.385157882383502","0","0.147998821955182","0.533153504177977","Poland","2"
"254","94","0.435729428302003","0.402871422821878","0","0.16139914887612","0.564267371537291","Poland","2"
"255","95","0.405480623242544","0.419141660796887","0","0.17537771596057","0.594516176596749","Poland","2"
"256","96","0.376310969858336","0.43380645332906","0","0.189882576812605","0.623685829980957","Poland","2"
"257","97","0.3483967056367","0.446746302789304","0","0.204856991573997","0.651600094202593","Poland","2"
"258","98","0.321873912105708","0.457885190746957","0","0.220240897147336","0.678122887733585","Poland","2"
"259","99","0.29683872854819","0.467188904273926","0","0.235972367177884","0.703158071291103","Poland","2"
"260","100","0.273349307850266","0.47466171530757","0","0.251988976842166","0.726647491989027","Poland","2"
"261","101","0.251429325689914","0.480341641365501","0","0.268229032944586","0.748567474149379","Poland","2"
"262","102","0.231072526852977","0.484294842792897","0","0.284632630354127","0.768924272986317","Poland","2"
"263","103","0.212247764336552","0.486609727009909","0","0.30114250865354","0.787749035502742","Poland","2"
"264","104","0.19490410193854","0.487391188728165","0","0.317704709333296","0.805092697900754","Poland","2"
"265","105","0.178975693767204","0.486755262201873","0","0.334269044030924","0.821021106072089","Poland","2"
"266","106","0.164386235022682","0.484824375963106","0","0.350789389014213","0.835610564816611","Poland","2"
"267","107","0.151052822835378","0.481723340245784","0","0.367223836918839","0.848943977003916","Poland","2"
"268","108","0.138889194033711","0.477576089015604","0","0.383534716950686","0.861107605805583","Poland","2"
"269","109","0.127808339639318","0.472503141110361","0","0.399688519250321","0.872188460199975","Poland","2"
"270","110","0.117724536820917","0.466619717227287","0","0.415655745951797","0.882272263018377","Poland","2"
"271","111","0.108554870760215","0.460034421083967","0","0.431410708155819","0.891441929079079","Poland","2"
"272","112","0.100220275125537","0.452848441664946","0","0.446931283209518","0.899776524713757","Poland","2"
"273","113","0.0926462504173652","0.445155093477172","0","0.462198656105464","0.907350549421928","Poland","2"
"274","114","0.0857632745614214","0.437039676023893","0","0.477197049414686","0.914233525277872","Poland","2"
"275","115","0.0795069711701708","0.428579578144563","0","0.491913450685267","0.920489828669123","Poland","2"
"276","116","0.0738181080156207","0.419844544374368","0","0.506337347610012","0.926178691823673","Poland","2"
"277","117","0.0686424748491398","0.410897050698371","0","0.52046047445249","0.931354324990154","Poland","2"
"278","118","0.0639306720584877","0.401792755543454","0","0.534276572398058","0.936066127780806","Poland","2"
"279","119","0.0596378425075563","0.392580991437345","0","0.547781166055099","0.940358957331737","Poland","2"
"280","120","0.0557233700590647","0.383305272944922","0","0.560971356996014","0.944273429780229","Poland","2"
"281","121","0.0521505625257744","0.374003802909726","0","0.5738456345645","0.947846237313519","Poland","2"
"282","122","0.0488863320719983","0.364709964230083","0","0.586403703697919","0.951110467767295","Poland","2"
"283","123","0.0459008822546498","0.355452788653438","0","0.598646329091913","0.954095917584644","Poland","2"
"284","124","0.0431674079707565","0.346257397194976","0","0.610575194834268","0.956829391868537","Poland","2"
"285","125","0.0406618123077519","0.337145409206617","0","0.622192778485631","0.959334987531542","Poland","2"
"286","126","0.0383624425954165","0.328135318888223","0","0.633502238516361","0.961634357243877","Poland","2"
"287","127","0.0362498467108909","0.319242839298367","0","0.644507313990743","0.963746953128403","Poland","2"
"288","128","0.0343065497949219","0.310481214797781","0","0.655212235407298","0.965690250044372","Poland","2"
"289","129","0.0325168509181761","0.301861503435517","0","0.665621645646307","0.967479948921117","Poland","2"
"290","130","0.0308666388251072","0.293392831141344","0","0.67574053003355","0.969130161014186","Poland","2"
"291","131","0.0293432256271113","0.285082619776689","0","0.685574154596201","0.970653574212182","Poland","2"
"292","132","0.0279351971751969","0.276936791166694","0","0.69512801165811","0.972061602664097","Poland","2"
"293","133","0.0266322787831017","0.268959949223098","0","0.704407771993801","0.973364521056192","Poland","2"
"294","134","0.0254252149701618","0.261155542198594","0","0.713419242831245","0.974571584869132","Poland","2"
"295","135","0.0243056619307799","0.253526007008129","0","0.722168331061092","0.975691137908514","Poland","2"
"296","136","0.0232660915002226","0.246072897425991","0","0.730661011073787","0.976730708339071","Poland","2"
"297","137","0.0222997054645987","0.238796997830243","0","0.738903296705159","0.977697094374695","Poland","2"
"298","138","0.0214003591488979","0.231698424025603","0","0.7469012168255","0.978596440690396","Poland","2"
"299","139","0.0205624933057504","0.224776712537364","0","0.754660794156886","0.979434306533543","Poland","2"
"300","140","0.0197810734155403","0.218030899635938","0","0.762188026948522","0.980215726423754","Poland","2"
"301","141","0.0190515355932977","0.211459591226128","0","0.769488873180576","0.980945264245996","Poland","2"
"302","142","0.0183697383779414","0.205061024618539","0","0.77656923700352","0.981627061461352","Poland","2"
"303","143","0.0177319197540694","0.198833123093196","0","0.783434957152736","0.982264880085225","Poland","2"
"304","144","0.0171346588252241","0.192773544067401","0","0.790091797107376","0.98286214101407","Poland","2"
"305","145","0.0165748416202907","0.186879721591132","0","0.796545436788578","0.983421958219003","Poland","2"
"306","146","0.0160496305715501","0.181148903813148","0","0.802801465615303","0.983947169267744","Poland","2"
"307","147","0.0155564372541752","0.175578185989115","0","0.808865376756711","0.984440362585119","Poland","2"
"308","148","0.0150928980229598","0.170164539538741","0","0.8147425624383","0.984903901816334","Poland","2"
"309","149","0.0146568522232138","0.164904837601528","0","0.820438310175259","0.98533994761608","Poland","2"
"310","150","0.0142463226894352","0.159795877489656","0","0.825957799820909","0.985750477149859","Poland","2"
"311","151","0.0138594982780027","0.15483440039114","0","0.831306101330858","0.986137301561291","Poland","2"
"312","152","0.0134947182091022","0.150017108636101","0","0.836488173154797","0.986502081630192","Poland","2"
"313","153","0.0131504580187859","0.145340680803315","0","0.8415088611779","0.986846341820508","Poland","2"
"314","154","0.0128253169448093","0.140801784912543","0","0.846372898142648","0.987171482894485","Poland","2"
"315","155","0.0125180065900135","0.136397089920212","0","0.851084903489776","0.987478793249281","Poland","2"
"316","156","0.0122273407248175","0.132123275711203","0","0.85564938356398","0.987769459114477","Poland","2"
"317","157","0.0119522261061083","0.127977041757648","0","0.860070732136245","0.988044573733186","Poland","2"
"318","158","0.0116916542037136","0.12395511459622","0","0.864353231200067","0.988305145635581","Poland","2"
"319","159","0.0114446937379184","0.120054254258327","0","0.868501052003755","0.988552106101376","Poland","2"
"320","160","0.0112104839423321","0.116271259772404","0","0.872518256285264","0.988786315896962","Poland","2"
"321","161","0.010988228475993","0.112602973844162","0","0.876408797679846","0.989008571363301","Poland","2"
"322","162","0.0107771899170709","0.109046286808727","0","0.880176523274203","0.989219609922223","Poland","2"
"323","163","0.0105766847780104","0.105598139938155","0","0.883825175283835","0.989420115061284","Poland","2"
"324","164","0.0103860789885812","0.102255528178479","0","0.88735839283294","0.989610720850713","Poland","2"
"325","165","0.0102047837991588","0.0990155023822132","0","0.890779713818629","0.989792016040136","Poland","2"
"326","166","0.010032252061745","0.0958751710949563","0","0.894092576843299","0.989964547777549","Poland","2"
"327","167","0.00986797485070014","0.0928317019485243","0","0.897300323200776","0.990128824988594","Poland","2"
"328","168","0.00971147839346948","0.0898823227017035","0","0.900406198904828","0.990285321445825","Poland","2"
"329","169","0.0095623212638443","0.0870243219909573","0","0.903413356745199","0.99043447857545","Poland","2"
"330","170","0.0094200918392802","0.084255049793526","0","0.906324858367194","0.990576708000014","Poland","2"
"331","171","0.0092844059785541","0.0815719176593834","0","0.909143676362063","0.99071239386074","Poland","2"
"332","172","0.00915490489896143","0.0789723987399036","0","0.911872696361136","0.990841894940333","Poland","2"
"333","173","0.00903125323876075","0.07645402763308","0","0.91451471912816","0.990965546600534","Poland","2"
"334","174","0.0089131372858224","0.0740144000705991","0","0.917072462643579","0.991083662553472","Poland","2"
"335","175","0.00880026335679155","0.0716511724674291","0","0.91954856417578","0.991196536482503","Poland","2"
"336","176","0.00869235631272221","0.06936206135232","0","0.921945582334958","0.991304443526572","Poland","2"
"337","177","0.00858915819855718","0.0671448426956127","0","0.924265999105831","0.991407641640737","Poland","2"
"338","178","0.00849042699509171","0.0649973511489564","0","0.926512221855953","0.991506372844203","Poland","2"
"339","179","0.00839593547318594","0.0629174792099366","0","0.928686585316878","0.991600864366109","Poland","2"
"340","180","0.00830547014099959","0.0609031763231947","0","0.930791353535806","0.991691329698295","Poland","2"
"341","181","0.00821883027592443","0.0589524479283444","0","0.932828721795732","0.99177796956337","Poland","2"
"342","182","0.00813582703369726","0.0570633544638503","0","0.934800818502453","0.991860972805597","Poland","2"
"343","183","0.00805628262790053","0.0552340103350195","0","0.936709707037081","0.991940517211394","Poland","2"
"344","184","0.00798002957370628","0.0534625828533448","0","0.93855738757295","0.992016770265588","Poland","2"
"345","185","0.00790690999030188","0.0517472911536229","0","0.940345798856076","0.992089889848992","Poland","2"
"346","186","0.00783677495695924","0.0500864050945432","0","0.942076819948498","0.992160024882335","Poland","2"
"347","187","0.00776948391817987","0.04847824414779","0","0.943752271934031","0.992227315921114","Poland","2"
"348","188","0.00770490413377094","0.0469211762801148","0","0.945373919586115","0.992291895705523","Poland","2"
"349","3","0.999999999999988","1.20341761131204e-14","0","0","0","Poland","3"
"350","4","0.999999999999985","1.46729705593475e-14","0","5.70550150535603e-16","3.20934459676272e-15","Poland","3"
"351","5","0.999999999999981","1.78756483063174e-14","0","1.26302101474531e-15","7.10449320794223e-15","Poland","3"
"352","6","0.999999999999976","2.17751386261754e-14","0","2.10615405687679e-15","1.18471165699317e-14","Poland","3"
"353","7","0.99999999999997","2.65249449811914e-14","0","3.13313921471813e-15","1.76239080827891e-14","Poland","3"
"354","8","0.999999999999963","3.23107739783895e-14","0","4.38412926816643e-15","2.46607271334355e-14","Poland","3"
"355","9","0.999999999999955","3.93586455288728e-14","0","5.90799338718993e-15","3.32324628029423e-14","Poland","3"
"356","10","0.999999999999944","4.79438511885532e-14","0","7.76425407036418e-15","4.36739291457969e-14","Poland","3"
